Smiles,solvent,ppm_values
COc1ccc(C(O)C[N+](C)(C)[BH2-]C#N)cc1,[2H]C(Cl)(Cl)Cl,-13.2
CC(C)[N+](=C1O[B-]2(OC(=[N+](C(C)C)C(C)C)c3ccccc32)c2ccccc21)C(C)C.[Cl-],[2H]C(Cl)(Cl)Cl,11.7
COP(=O)(OC)[C@@H]([BH2-][P+](C)(c1ccccc1)c1ccccc1)c1ccc(F)cc1,[2H]C(Cl)(Cl)Cl,-25.98
COc1ccc2ccc(C(=O)OCc3ccc(C)cc3)c(/C(=C(\B3OC(C)(C)C(C)(C)O3)c3ccccc3)c3ccccc3)c2c1,[2H]C(Cl)(Cl)Cl,30.23
COc1cc(OC)cc(B2OC(C)(C)C(C)(C)O2)c1,[2H]C(Cl)(Cl)Cl,30.82
CN1CC(=O)OB(C(CBr)C(=O)c2ccc(C(F)(F)F)cc2)OC(=O)C1,[2H]C([2H])([2H])C#N,10.23
C[N+]1([B-](F)(F)F)CC[N+](C)([B-](F)(F)F)C1,[2H]C(Cl)(Cl)Cl,-0.6
CC(C)OB(CCC[SiH](C)C)OC(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],29.8
Cc1cc(C[SiH](C)C)c(B2OC(C)(C)C(C)(C)O2)cc1C,[2H]C(Cl)(Cl)Cl,31.21
[BH2-]1c2ccccc2-c2cccc[n+]21,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-9.05
CB(Cl)C(B(Cl)C(C)(C)C)([Si](C)(C)C)[Si](C)(C)C,[2H]C(Cl)(Cl)Cl,72.3
CCCCC1(CCCC)c2ccccc2-c2ccc(C#C[B-]3(C#Cc4ccc5c(c4)C(CCCC)(CCCC)c4ccccc4-5)n4c(C)c(CC)c(C)c4C(C)=C4C(C)=C(CC)C(C)=[N+]43)cc21,[2H]C(Cl)(Cl)Cl,-9.6
C[N+]1(C)C(c2c(F)c(F)c(F)c(F)c2F)[B-]1(C(F)(F)F)C(F)(F)F,[2H]C(Cl)(Cl)Cl,-15.7
COP(=O)(OC)[C@@H]([BH2-][P+](C)(c1ccccc1)c1ccccc1)c1ccc(Cl)cc1,[2H]C(Cl)(Cl)Cl,-26.85
CC1(C)OB(C[Si](C)(C)c2ccc(F)cc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.77
CC1(C)OB(/C(=C(\CN(Cc2ccccc2)Cc2ccccc2)c2cccs2)c2cccs2)OC1(C)C,[2H]C(Cl)(Cl)Cl,22.41
CC1CC(C)(C)OB(c2ccccc2)O1,[2H]C(Cl)(Cl)Cl,26.8
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](C#Cc3c4ccccc4cc4ccccc34)(C#Cc3c4ccccc4cc4ccccc34)[N+]2=C1C,[2H]C(Cl)(Cl)Cl,-9.4
CC1(C)OB(c2cccc(/C=C/C#N)c2)OC1(C)C,[2H]C(Cl)(Cl)Cl,30.8
CC(C)N(C(=O)O[C@@H](Cc1cn(Cc2ccccc2)c2ccccc12)B1OC(C)(C)C(C)(C)O1)C(C)C,[2H]C(Cl)(Cl)Cl,12.64
CCCC/C(B1OC(C)(C)C(C)(C)O1)=C(\c1cccc(C)c1)c1c(C(=O)OC2COC2)ccc2ccc(OC)cc12,[2H]C(Cl)(Cl)Cl,29.91
CC1(C)OB(/C=C/CCCl)OC1(C)C,[2H]C(Cl)(Cl)Cl,29.7
CC(C)(C)N1C=CN(C(C)(C)C)B1c1cccc(B2N(C(C)(C)C)C=CN2C(C)(C)C)c1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],25.8
[NH3+]C(c1ccccc1)[B-](F)(F)F,[2H]OC([2H])([2H])[2H],2.66
CC1C(B2OC(C)(C)C(C)(C)O2)c2cc(F)ccc2N1S(=O)(=O)c1ccccc1,[2H]C(Cl)(Cl)Cl,31.8
CCCCB(N(C(C)C)C(C)C)N(C(C)C)C(C)C,[2H]C(Cl)(Cl)Cl,39.3
ClB1C=CCc2ccccc21,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],53.6
C[N+]12CC(=O)O[B-]1(C(I)CC(F)(F)C(=O)NCCc1cccs1)OC(=O)C2,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],10.51
[BH3-][P+](CP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,[2H]C(Cl)(Cl)Cl,-37.1
CCCCP(CCCC)(CCCC)=NB(Cl)c1ccccc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],11.0
C=C(CB1OC(C)(C)C(C)(C)O1)c1ccc2ccccc2c1,[2H]C(Cl)(Cl)Cl,33.21
CCCCCCCB(N(C(C)C)C(C)C)N(C(C)C)C(C)C,[2H]C(Cl)(Cl)Cl,34.7
Cc1cc(C)c(B(F)c2c(C)cc(C)cc2C)c(C)c1,[2H]C(Cl)(Cl)Cl,53.0
CB(Br)C(Br)([Si](C)(C)C)[Si](C)(C)C,[2H]C(Cl)(Cl)Cl,73.5
C/C(=C\COC(=O)CCC[C@]1(B2O[C@H](C)C(C)(C)O2)C[C@@H](c2ccc3ccccc3c2-c2nccc3ccccc23)C1)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,[2H]C(Cl)(Cl)Cl,35.6
CC(C)C[C@H](B1OC(C)(C)C(C)(C)O1)N1C(=O)OC[C@H]1c1ccccc1,[2H]C(Cl)(Cl)Cl,32.26
CN(C)C[B-](C[NH+](C)C)(c1ccccc1)c1ccccc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-24.0
C[Si]1(C)CCC[Si](C)(C)N1B1C2CCCC1CCC2,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],58.0
CCCC/C(B1OC(C)(C)C(C)(C)O1)=C(\c1ccccc1)c1c(C(=O)c2ccc(C)cc2)ccc2ccc(OC)cc12,[2H]C(Cl)(Cl)Cl,29.55
O=Cc1ccc([B-](O)(O)[n+]2c(CO)cccc2CO)cc1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],8.4
CC(C)(CCCCOCc1ccccc1)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,34.7
O=[N+]([O-])c1cccc(B2O[Si](c3ccccc3)(c3ccccc3)OB(c3cccc([N+](=O)[O-])c3)O[Si](c3ccccc3)(c3ccccc3)O2)c1,[2H]C(Cl)(Cl)Cl,25.2
C[N+](C)([BH2-]C#N)CC(O)c1ccco1,[2H]C(Cl)(Cl)Cl,-13.2
C=CCB1CCC[SiH2]C([Si](C)(C)C)=C1CC=C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],81.1
CC(C)CC(CC(C)C)O[Si](Cc1ccc(B2OC(C)(C)CC(C)(C)O2)cc1C#N)(OC(CC(C)C)CC(C)C)OC(CC(C)C)CC(C)C,[2H]C(Cl)(Cl)Cl,25.9
CCOC(=O)C(F)(F)[C@H](CCN1C(=O)c2ccccc2C1=O)C(Br)[B-]12OC(=O)C[N+]1(C)CC(=O)O2,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],10.5
CCCCC[C@H](NC(=O)CCc1ccccc1)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,19.2
Cc1cc(C)c([Si](Cl)(B2Oc3ccccc3O2)c2c(C([Si](C)(C)C)[Si](C)(C)C)cc(C([Si](C)(C)C)[Si](C)(C)C)cc2C([Si](C)(C)C)[Si](C)(C)C)c(C)c1,[2H]C(Cl)(Cl)Cl,34.6
CC1(C)OB(CC2CC2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.89
Cc1cccc(C)c1N=C1B(N(C(C)C)C(C)C)C=CCB1N(C(C)C)C(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],40.0
CC1(C)OB(C2CCCCCCC2B2OC(C)(C)C(C)(C)O2)OC1(C)C,[2H]C(Cl)(Cl)Cl,34.9
C[N+]12CC(=O)O[B-]1(C(Br)CC(F)(F)C(=O)NCCc1ccc3occc3c1)OC(=O)C2,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],10.47
CCCCC(CC(=O)[Si](C)(C)C(C)(C)C)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,34.4
CN1CC(=O)OB(C(CBr)C(=O)C2CCN(C(=O)OC(C)(C)C)CC2)OC(=O)C1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],10.39
COC(=O)c1cc([C@@H]2[C@@H]3C[C@@H]4[C@H]2[C@@H]4[C@H]3B2OC(C)(C)C(C)(C)O2)co1,[2H]C(Cl)(Cl)Cl,33.4
CCCC/C(B1OC(C)(C)C(C)(C)O1)=C(\c1ccc(C(=O)OC)cc1)c1c(C(=O)OC2COC2)ccc2ccc(OC)cc12,[2H]C(Cl)(Cl)Cl,31.81
COC(=O)[BH-](Br)[P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1,[2H]C(Cl)(Cl)Cl,-38.7
Cc1ccc(S(=O)(=O)N2CC(B3OC(C)(C)C(C)(C)O3)c3cc(Cl)ccc32)cc1,[2H]C(Cl)(Cl)Cl,32.39
CCO[Si](OC(CC(C)C)CC(C)C)(OC(CC(C)C)CC(C)C)c1ccc(B2OC(C)(C)CC(C)(C)O2)cc1C(C)C,[2H]C(Cl)(Cl)Cl,26.7
CC([BH2-][N+](C)(C)C)c1ccc(I)cc1,[2H]C(Cl)(Cl)Cl,0.7
CCOP(=O)(OCC)c1cc(B2OC(C)(C)C(C)(C)O2)ccc1C(F)(F)F,[2H]C(Cl)(Cl)Cl,30.8
CC(NB1OC(=C(c2ccccc2)c2ccccc2)C(/C=N/C(C)(C)C)N1C(C)(C)C)c1ccccc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],24.6
OB(O)CCCSc1ccccc1,[2H]C(Cl)(Cl)Cl,33.5
C[C@@H]1C(=O)C[C@@]1(B1OC(C)(C)C(C)(C)O1)c1ccc(Cl)cc1,[2H]C(Cl)(Cl)Cl,33.2
CCB(CC)c1c(B(CC)CC)c2c(c3c1B(CC)C(C)B3CC)B(CC)C(C)B2CC,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],77.0
COC(=O)[BH-](C#N)[n+]1ccc(N)cc1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-14.0
F[B-](F)(F)F.O=C(CCc1ccccc1)C([I+]c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.17
C=CCB(Cl)Cl,[2H]C(Cl)(Cl)Cl,61.4
CC(C)/C=C/B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,30.2
C=CCB(CC=C)C1=C([Si](C)(C)C)[Si](C)(C)CCC1,[2H]C(Cl)(Cl)Cl,76.9
C/C(Nc1c(C(C)C)cccc1C(C)C)=[N+](/[BH-](c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],-13.3
OB1C=C/C(=C\c2ccccc2)[C@H](c2ccc(F)cc2)O1,[2H]C(Cl)(Cl)Cl,27.3
CC1CC(C)(C)OB(C2(Cl)C3CCCCC32)O1,[2H]C(Cl)(Cl)Cl,28.1
[BH3-][P+](CC#C)(c1ccccc1)C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-37.7
CC(=O)/C(B1OC(=O)CN(C)CC(=O)O1)=C(/C)Br,[2H]C([2H])([2H])C#N,9.21
COc1ccc2c(c1)C(C)=CB(O)O2,[2H]OC([2H])([2H])[2H],26.93
CC(C)N(B(Cl)c1ccc(B(c2ccc(B(Cl)N(C(C)C)C(C)C)n2C)N(C(C)C)C(C)C)n1C)C(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],35.0
COB1CCCCCCC12CC2(C)C,[2H]C(Cl)(Cl)Cl,55.7
CC1(C)OB(C2(Cl)C3CCCCCCC32)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.1
CC1(C)OB(C(CCc2ccccc2)B2Nc3cccc4cccc(c34)N2)OC1(C)C,[2H]C(Cl)(Cl)Cl,34.3
CC(C)(C)c1ccc(CCB2OC(C)(C)C(C)(C)O2)cc1,[2H]C(Cl)(Cl)Cl,33.57
COc1ccccc1C(CB1OC(C)(C)C(C)(C)O1)c1c(F)c(F)c(C#N)c(F)c1F,[2H]C(Cl)(Cl)Cl,33.2
CN(C)[B-]12OCC[N+]3=Cc4ccccc4O[B-]3(N(C)C)OCC[N+]1=Cc1ccccc1O2,[2H]C(Cl)(Cl)Cl,4.8
COc1cc(B2OC(C)(C)CC(C)(C)O2)ccc1C=O,[2H]C(Cl)(Cl)Cl,26.2
CC[B-](CC)(CC)[n+]1ccc[nH]1,[2H]C(Cl)(Cl)Cl,0.0
C=S(=C)(O[B-]1(C(C)(C)C(C)C)CCCC2=[N+]1CC=C2)C(F)(F)F,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],35.6
F[B-]1(c2ccccc2)n2c(Nc3ccc(Br)cc3)ccc2C(c2ccccc2)=C2C=CC(Cl)=[N+]21,[2H]C(Cl)(Cl)Cl,3.29
CC(C)(C)OC(=O)C(F)(F)C12CC(B3OC(C)(C)C(C)(C)O3)(C1)C2,[2H]C(Cl)(Cl)Cl,30.3
OB1Oc2c(cc3ccccc3c2-c2c(OC(c3ccccc3)(c3ccccc3)c3ccccc3)ccc3ccccc23)C2=C1CCCC2,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],27.01
CC1(C)OB(N2C=CCC(c3ccccc3)=C2)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],24.0
CC[SiH](CC)C(C)c1ccccc1B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,31.28
C=C(B1OC(C)(C)C(C)(C)O1)C(CN(Cc1ccccc1)Cc1ccccc1)c1ccccc1,[2H]C(Cl)(Cl)Cl,30.63
CC(C)OB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],39.58
COC(=O)C([BH-](Cc1ccc(F)cc1)c1n(C)cc[n+]1C)c1ccccc1,[2H]C(Cl)(Cl)Cl,-14.2
CCCC/C(B1OC(C)(C)C(C)(C)O1)=C(\c1ccccc1)c1c(C(=O)OC2COC2)ccc2ccc(OC)cc12,[2H]C(Cl)(Cl)Cl,31.12
OB1C=C/C(=C\c2ccccc2)[C@H](c2ccc3ccccc3c2)O1,[2H]C(Cl)(Cl)Cl,27.7
CC(C)(CCCCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,34.5
C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC)C(O)c1ccc(Cl)cc1,[2H]C(Cl)(Cl)Cl,28.9
CO[B-]12Oc3c(cc(C(C)(C)C)cc3C(C)(C)C)C=[N+]1c1cccc(c1)[B-]1(OC)Oc3c(cc(C(C)(C)C)cc3C(C)(C)C)C=[N+]1c1cccc(c1)[B-]1(OC)Oc3c(cc(C(C)(C)C)cc3C(C)(C)C)C=[N+]1c1cccc2c1,[2H]C(Cl)(Cl)Cl,4.7
C[B-]1=[O+]N(C)C(c2ccccc2)C1([Si](C)(C)C)[Si](C)(C)C,[2H]C(Cl)(Cl)Cl,51.9
CC[N+](CC)(CC)[B-]1(c2ccccc2)O[Si](c2ccccc2)(c2ccccc2)OB(c2ccccc2)O[Si](c2ccccc2)(c2ccccc2)O1,[2H]C(Cl)(Cl)Cl,21.3
COc1ccc2ccc(C(=O)OC3COC3)c(/C(=C(\B3OC(C)(C)C(C)(C)O3)c3ccc(C)cc3)c3ccc(C)cc3)c2c1,[2H]C(Cl)(Cl)Cl,30.71
[BH3-][N+]1(C(C)(C)C)CN(C(C)(C)C)CN(C(C)(C)C)C1,[2H]C(Cl)(Cl)Cl,-14.8
CC1CB(O)Oc2ccccc21,[2H]OC([2H])([2H])[2H],32.21
CCB(CC)c1cccc(-c2cccc(B(CC)CC)n2)n1,[2H]C(Cl)(Cl)Cl,3.2
CC(=O)c1ccc([B-]23OCCOCC[N+]2=C(C)c2ccccc2O3)cc1,[2H]C(Cl)(Cl)Cl,7.2
C=CCB(CC=C)C1=C([Si](C)(C)C)[SiH2]CCC1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],79.0
CC1(C)OB(CCC(CS(=O)(=O)F)B2OC(C)(C)C(C)(C)O2)OC1(C)C,[2H]C(Cl)(Cl)Cl,34.02
CC/C(I)=C(\CC)B(I)N(C(C)C)C(C)C,[2H]C(Cl)(Cl)Cl,28.1
Cn1c2[n+](c3ccccc31)[B-](O)(c1ccccc1)NC(N)=N2,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],0.2
CC(C)(C)N1C=CN(C(C)(C)C)B1Cl,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],20.2
Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(C)c1N,[2H]C(Cl)(Cl)Cl,32.63
CC1=CB(O)Oc2c(F)cc(F)cc21,[2H]OC([2H])([2H])[2H],26.6
C#CB1C(Br)=Cc2cc(F)ccc2N1C1CCCC1,[2H]C(Cl)(Cl)Cl,26.91
C[Si](C)(C)C#CB1Oc2ccccc2S1,[2H]C(Cl)(Cl)Cl,37.0
[N-]=[N+]=NB(N=[N+]=[N-])c1c(F)cccc1F,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],36.5
c1ccc2cc3c(cc2c1)OB(OB1Oc2cc4ccccc4cc2O1)O3,[2H]C(Cl)(Cl)Cl,16.4
N#Cc1ccc(/C=C/[B-](F)(F)F)cn1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],2.35
[BH3-][NH+]=P(CCCC)(C(C)(C)C)C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-21.0
C[NH+](C)[B-](C(=O)O)(C(F)(F)F)C(F)(F)F,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-12.4
CC(C)(C)c1ccc(B(c2ccc(C(C)(C)C)cc2)c2ccc(-c3ccc([B-](c4ccc(C(C)(C)C)cc4)(c4ccc(C(C)(C)C)cc4)[n+]4ccccc4)s3)s2)cc1,[2H]C(Cl)(Cl)Cl,2.7
Cc1ccc(Nc2ccc3n2[B-](F)(c2ccccc2)[N+]2=C(Cl)C=CC2=C3c2cccc(C(F)(F)F)c2)cc1,[2H]C(Cl)(Cl)Cl,3.76
COc1cccc(/C(=C/C(C)(C)C)B2C=Cc3ccccc3N2C2CCCC2)c1,[2H]C(Cl)(Cl)Cl,36.58
C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC1CCC2=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]3[C@@]2(C)C1)C(O)c1ccccc1,[2H]C(Cl)(Cl)Cl,29.3
CC(C)(C#N)CB1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,32.4
c1ccc([B-]2(c3ccccc3)Oc3cccc[n+]3O2)cc1,[2H]C(Cl)(Cl)Cl,15.5
CCCC/C=C/B(F)F,[2H]C(Cl)(Cl)Cl,23.76
Clc1ccc2c(c1)-c1cccc[n+]1[BH2-]2,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-9.14
CCCC/C(B1OC(C)(C)C(C)(C)O1)=C(\c1ccc(OC(F)(F)F)cc1)c1c(C(=O)OC2COC2)ccc2ccc(OC)cc12,[2H]C(Cl)(Cl)Cl,28.0
c1cc2c3c(cccc3c1)NB(c1ccc3c(c1)OCO3)N2,[2H]C(Cl)(Cl)Cl,29.7
CC(C)(C)B1N(c2c(F)c(F)c(F)c(F)c2F)B(C(C)(C)C)N1c1c(F)c(F)c(F)c(F)c1F,[2H]C(Cl)(Cl)Cl,47.0
[NH3+]C(C1CCCC1)[B-](F)(F)F,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],2.77
Cc1ccc(C(B2OC(C)(C)C(C)(C)O2)C(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)cc1,[2H]C(Cl)(Cl)Cl,33.0
CC1(C)OB(CB2OC(C)(C)C(C)(C)O2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.5
CCCC/C=C1/[B-](CC)(CC)[n+]2cccn2[Si]1(C)C,[2H]C(Cl)(Cl)Cl,2.1
CCN(CC)C1=NC=CC(B2OC(C)(C)C(C)(C)O2)=CC1,[2H]C(Cl)(Cl)Cl,30.5
CC1=C(C)B(C[Si](C)(C)C)C(C)B1C[Si](C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],68.8
[BH3-][PH2+]c1ccc(C(F)(F)F)cc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-33.6
c1ccc2cc3c(cc2c1)OB1Oc2cc4ccccc4cc2-c2cc4ccccc4cc2OB(Oc2cc4ccccc4cc2-3)Oc2cc3ccccc3cc2-c2cc3ccccc3cc2O1,[2H]C(Cl)(Cl)Cl,15.6
COc1ccc2c(c1)C(B1OC(C)(C)C(C)(C)O1)CN2S(=O)(=O)c1ccc(C)cc1,[2H]C(Cl)(Cl)Cl,32.39
C=C(CB1OC(C)(C)C(C)(C)O1)c1ccc(C(C)(C)C)cc1,[2H]C(Cl)(Cl)Cl,33.2
COc1ccc(/C(=C/Cc2ccccc2)CB2OC(C)(C)C(C)(C)O2)cc1,[2H]C(Cl)(Cl)Cl,33.03
Cc1ccc(C([NH3+])[B-](F)(F)F)cc1,[2H]OC([2H])([2H])[2H],2.67
C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC)C(O)c1ccc(C(=O)OC)cc1,[2H]C(Cl)(Cl)Cl,29.1
CC1CC[C@@H](C(C)C)C(OC(=O)CCC[C@]2(B3O[C@H](C)[C@@H](C)O3)C[C@@H](c3ccc4ccccc4c3-c3nccc4ccccc34)C2)C1,[2H]C(Cl)(Cl)Cl,33.7
Cc1ccc(/C(=C/c2ccccc2)B2OC(C)(C)C(C)(C)O2)cc1,[2H]C(Cl)(Cl)Cl,31.3
[BH3-][N+](C)(C)Cc1c(C(C)C)cc(C(C)C)cc1C(C)C,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],-7.11
CC([BH2-][N+](C)(C)C)c1ccc(-c2ccccc2)cc1,[2H]C(Cl)(Cl)Cl,0.75
CC(CCc1ccccc1)(B1Nc2cccc3cccc(c23)N1)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,35.6
CC1c2ccc(s2)B(N(C(C)C)C(C)C)c2ccc(s2)C(C)c2ccc(s2)B(N(C(C)C)C(C)C)c2ccc1s2,[2H]C(Cl)(Cl)Cl,35.0
COc1ccc2ccccc2c1B1C(Br)=Cc2ccccc2N1Cc1ccc(F)cc1,[2H]C(Cl)(Cl)Cl,40.8
CCCC[N+](CCCC)(CCCC)CCCC.COC(=O)/C=C/c1ccc([B-](F)(F)F)cc1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],2.42
CC1(C)OB(C2CC2c2cc(F)ccc2F)OC1(C)C,[2H]C(Cl)(Cl)Cl,32.83
C[N+](C)(C)[BH2-]c1ccnc2[nH]ncc12,[2H]C(Cl)(Cl)Cl,-4.0
FC(F)(F)c1ccc(CNB2OCCO2)cc1,[2H]C(Cl)(Cl)Cl,25.8
Cc1cc(B2OC(C)(C)C(C)(C)O2)c2ccc(C(F)(F)F)cc2n1,[2H]C(Cl)(Cl)Cl,31.02
CCC(=[NH2+])[B-](F)(F)F,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-0.59
OB1Oc2ccc(F)cc2C1[NH+]1CCOCC1.[Cl-],[2H]OC([2H])([2H])[2H],14.8
Cc1cc(F)c(CCB2OC(C)C(C)O2)cc1C,[2H]C(Cl)(Cl)Cl,33.77
C=C(CC(=O)OC)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,29.58
C[Si](C)(C)C1(B(Cl)Cl)C=Cc2ccccc21,[2H]C(Cl)(Cl)Cl,49.1
CCCC/C(B1OC(C)(C)C(C)(C)O1)=C(/C#C[Si](C)(C)C)c1ccc(C(=O)OCC)cc1,[2H]C(Cl)(Cl)Cl,31.0
OB(Cl)C[C@H]1CCC[NH2+]1,[2H]O[2H],30.7
Cc1ccc2ccccc2c1BN(C1CCCCC1)C1CCCCC1,[2H]C(Cl)(Cl)Cl,40.6
CC(C)CC(CC(C)C)O[Si](ON=Cc1c(F)cc(B2OC(C)(C)CC(C)(C)O2)cc1Br)(OC(CC(C)C)CC(C)C)OC(CC(C)C)CC(C)C,[2H]C(Cl)(Cl)Cl,25.2
C[NH+](C)[BH-](C(F)(F)F)C(F)(F)F,[2H]C(Cl)(Cl)Cl,-10.0
c1ccc2c(c1)Nc1cccc[n+]1[B-]2(c1ccsc1)c1ccsc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-4.24
CC1(C)COB(CCCc2ccccc2)OC1,[2H]C(Cl)(Cl)Cl,30.38
CCB(CC)c1c(B(CC)CC)c(B(CC)CC)c(B(CC)CC)c(B(CC)CC)c1B(CC)CC,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],83.7
Cc1ccc(/C(B2OC(C)(C)C(C)(C)O2)=C(\B2OC(C)(C)C(C)(C)O2)c2ccc(C)cc2)cc1,[2H]C(Cl)(Cl)Cl,30.5
CC1(C)OB([C@@H]2[C@H](B3OC(C)(C)C(C)(C)O3)[C@H]3C=C[C@@H]2C3)OC1(C)C,[2H]C(Cl)(Cl)Cl,34.4
Cc1cc(C)c(B(C#Cc2ccccc2)N(C)C)c(C)c1,[2H]C(Cl)(Cl)Cl,34.5
CC1(C)OB([C@@H](CCCCc2ccccc2)C2CCCCCCC2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.82
C=C[Si](C)(CB1OC(C)(C)C(C)(C)O1)c1ccccc1,[2H]C(Cl)(Cl)Cl,33.57
c1ccc2cc3c(cc2c1)OB(B1Oc2cc4ccccc4cc2O1)O3,[2H]OC([2H])([2H])[2H],31.6
COc1ccc2c(c1)C=CCN2B1OC(C)(C)C(C)(C)O1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],24.7
Brc1ccccc1CNB1OCCO1,[2H]C(Cl)(Cl)Cl,25.9
C[N+](C)(C)[BH2-]c1cc(-c2cccc(C#N)c2)c2ccccc2n1,[2H]C(Cl)(Cl)Cl,-3.6
COc1ccc(B2OC(C)(C)C(C)(C)O2)cc1OC,[2H]C(Cl)(Cl)Cl,30.69
Cc1nc(-c2ccccc2)c(C)c2c1C[B-]1(C2)c2ccccc2-c2ccc(N(c3ccccc3)c3ccccc3)c[n+]21,[2H]C(Cl)(Cl)Cl,6.0
CC1(C)OB(C2C(B3OC(C)(C)C(C)(C)O3)C2c2ccc(COCc3ccco3)cc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,32.9
BN(C(C)C)C(C)C,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],35.0
CC(C)(C)C(=O)Nc1cc(B2OC(C)(C)C(C)(C)O2)c(NC(=O)C(C)(C)C)cc1B1OC(C)(C)C(C)(C)O1,[2H]C([2H])(Cl)Cl,30.4
CC1(C)OB(c2ccc(OC(F)F)cc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,30.91
