Smiles,solvent,solvent_Smiles,chemical_shift,book_serial_num
CC1(C)OB(c2ccc(Nc3ccccc3)c(Cl)c2)OC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.9,2156
CC1(C)OB([Si](Cl)(c2ccccc2)c2ccccc2)OC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],32.3,2160
Cc1cc(C)c(B(F)c2c(C)cc(C)cc2C)c(C)c1,CDCl3,[2H]C(Cl)(Cl)Cl,53,2163
c1ccc([B-]2(c3ccccc3)OC[C@H]3CCCC[N@H+]32)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,7,2165
C[N@+]12CCC[C@H](C1)O[B-]2(c1ccccc1)c1ccccc1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],7,2166
c1ccc([B-]2(c3ccccc3)OCC3CCC[NH+]2C3)cc1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],3,2167
[BH3-][P+](C1=CCCCC1)(c1ccccc1)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-35.8,2168
Cc1cc(C)c(B(Br)B(Br)c2c(C)cc(C)cc2C)c(C)c1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],86,2169
Cc1cc(C)c(B(I)B(I)c2c(C)cc(C)cc2C)c(C)c1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],89,2170
Cc1cc(C)c(Bc2c(C)cc(C)cc2C)c(C)c1,d8-Toluene,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],30,2172
Cc1ccc(C)n1B(n1c(C)ccc1C)n1c(C)ccc1C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.5,2179
[BH3-][P+](C(=C)C(C)(C)C)(c1ccccc1)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-30.2,2180
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CDCl3,[2H]C(Cl)(Cl)Cl,3.82,2183
CC(C)(C)N1C=CN(C(C)(C)C)B1C#Cc1ccccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],17,2184
OCCN1CC[NH+]([B-](O)(c2ccccc2)c2ccccc2)CC1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],4,2185
CC(C)(C)c1ccc2c(c1)OB(C1=CC=CC1[Si](C)(C)C)O2,CDCl3,[2H]C(Cl)(Cl)Cl,29.3,2186
CN(C)C[B-](CN(C)C)(c1ccccc1)c1ccccc1.[Li+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-17.8,2188
CCB(CC)c1cccc(-c2cccc(B(CC)CC)n2)n1,CDCl3,[2H]C(Cl)(Cl)Cl,3.2,2190
CC(C)(C)C#CB(C#CC(C)(C)C)C#CC(C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,38,2192
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-]1(Br)OCCC[N+]1=C2,CDCl3,[2H]C(Cl)(Cl)Cl,9.7,2193
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-]1(Cl)OCCC[N+]1=C2,CDCl3,[2H]C(Cl)(Cl)Cl,3.3,2194
CN(C)C[B-](C[NH+](C)C)(c1ccccc1)c1ccccc1,CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-24,2195
CCC1=C(C)[Sn](C)(C)N2B1C(CC)(CC)Oc1ccccc12,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],43.8,2196
CCC1=C(C)[Sn](C)(C)[n+]2c(oc3ccccc32)[B-]1(CC)CC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-11.3,2197
CO[B-]12OCC[N+]1=Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O2,CDCl3,[2H]C(Cl)(Cl)Cl,2.38,2198
CCC1=C(C)[Sn](C)(C)N2B1C(CC)(CC)Sc1ccccc12,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],44.4,2199
C1CC2CCCC(C1)[B-]21O[C+]([C+]2O[B-]3(O2)C2CCCC3CCC2)O1,CDCl3,[2H]C(Cl)(Cl)Cl,29.3,2202
CCC1=C(C)[Si](C)(C)n2c3ccccc3c[n+]2[B-]1(CC)CC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],0.5,2203
CC1(C)OB(c2cc3c(cc2[Si](C)(C)C)CCC3)OC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],31,2204
CC1(C)OB(OC(B2OC(C)(C)C(C)(C)O2)c2cccnc2)OC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],29.6;22.1,2205
CC(NB1N(C(C)(C)C)C=CN1C(C)(C)C)c1ccccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],22.3,2209
CC(c1ccccc1)N1C=CN(C(C)(C)C)B1NC(C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,22.3,2210
CCCC/N=C(/C1=[N+](CCCC)[B-](C(F)(F)F)(C(F)(F)F)[N+](C)(C)[B-]1(C(F)(F)F)C(F)(F)F)N(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,-2,2212
CN(C)B(c1cccc(-c2cccc(B(N(C)C)N(C)C)n2)n1)N(C)C,d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],31,2214
CC(C)(C)NB(Cl)Oc1c(C(C)(C)C)cccc1C(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],25.1,2220
CC(C)(C)NB(F)Oc1c(C(C)(C)C)cccc1C(C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,18.9,2223
CC(C)(C)P(=NB1Oc2ccccc2O1)(C(C)(C)C)C(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],24.2,2224
CC(C1CCCCC1)N1C=CN(C(C)C2CCCCC2)B1Br,CDCl3,[2H]C(Cl)(Cl)Cl,18.2,2231
CCCCP(CCCC)(CCCC)=NB(Cl)c1ccccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],11,2233
CCC1=C(C)[Si](C)(C)[Si](C)(C)C(C)=C(CC)B1n1cccc1,d8-Toluene,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],54,2234
CC(C)(C)[B-]1=[N+](c2ccccc2)[B-](C(C)(C)C)=[N+]1C(C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,44.7,2235
[BH3-][N+](C)(C)C[B-](C[N+]([BH3-])(C)C)(c1ccccc1)c1ccccc1.[Li+],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-7.8;-13.9,2237
[BH3-][N+](C)(C)C[B-](C[N+]([BH3-])(C)C)(c1ccccc1)c1ccccc1.[Li+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-5.1;-14.0,2237
CC(C)N(B(c1ccccc1)N(C(C)C)C(C)C)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,37.5,2240
CC(C)(C)/C(=C1/C[C@@H]2C[C@@H]3CB1C[C@@H](C3)C2)[Sn](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,74.3,2242
C1CCC([B-]2(C3CCCCC3)CCCCCC2)CC1.[Br-].[Mg+2],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-16.6,2245
BrCCCCCCB(C1CCCCC1)C1CCCCC1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],82.5,2246
[BH3-][N+](C)(C)Cc1c(C(C)C)cc(C(C)C)cc1C(C)C,d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],-7.11,2247
Cc1ccc(C)n1B1CCCCC1=C([Sn](C)(C)C)[Sn](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],53.5,2249
[BH3-][PH2+]Oc1c(C(C)(C)C)cc(C(C)(C)C)cc1C(C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,-41.9,2250
[BH3-][P+](C1=CCCCC1)(C1CCCCC1)C1CCCCC1,CDCl3,[2H]C(Cl)(Cl)Cl,-40.7,2251
C=CCn1cc[n+]([B-](CCCC)(CCCC)CCCC)c1,CDCl3,[2H]C(Cl)(Cl)Cl,-11.6,2256
CCB(CC)/C(CC)=C(/C=C/C#C[Si](C)(C)C)[Si](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],81.4,2257
CCB(CC)/C(CC)=C(/C=C\C#C[Si](C)(C)C)[Si](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],84.1,2258
CC(NB1N(C(C)(C)C)C=CN1C(C)(C)C)C1CCCCC1,CDCl3,[2H]C(Cl)(Cl)Cl,22,2261
CC1(C)CCCC(C)(C)N1B(Cl)B(Cl)N1C(C)(C)CCCC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],38.8,2262
CC1(C)CCCCCC[B-]2=[N+]3[B-](=[N+]21)CCCCCCC3(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,44.6,2263
CB(C)c1c(B(C)C)c(B(C)C)c(B(C)C)c(B(C)C)c1B(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],85.1,2266
CC(C)N(B(C#CC(C)(C)C)N(C(C)C)C(C)C)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,26,2269
COB1C[C@H]2C[C@@H]3C[C@H](C2)CC1(C([Si](C)(C)C)[Si](C)(C)C)C3,CDCl3,[2H]C(Cl)(Cl)Cl,54.4,2270
CCCCCCCCC[N+](C)([BH2-]C#N)CB1OC(C)(C)C(C)(C)O1,CDCl3,[2H]C(Cl)(Cl)Cl,-14.6,2271
CC1(C)OB(N=P(C(C)(C)C)(C(C)(C)C)C(C)(C)C)OC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.4,2276
CCC1=C(C(C)(C)C)[Si](C)(C)[N+](CC)(CC)[B-]1(CC)CC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],5,2278
CCCCO[P+]([BH2-][P+](OCC)(OCC)OCC)(OCCCC)OCCCC,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.69,2283
CC(C)N(B1OB(N(C(C)C)C(C)C)OB(N(C(C)C)C(C)C)O1)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,20.5,2284
CC(C)(C)P(B(Cl)C([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)C(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],83.8,2289
CCCC[Si](C)(C)OB(O[Si](C)(C)CCCC)O[Si](C)(C)CCCC,CDCl3,[2H]C(Cl)(Cl)Cl,14.4,2290
CN(C)B(C1B(N(C)C)C([Si](C)(C)C)([Si](C)(C)C)B1N(C)C)C(C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,45,2291
CC(C)(C)PB(PC(C)(C)C)C([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],86.4,2293
CC[P+](CC)(CC)N1BN([P+](CC)(CC)CC)[BH-](Cl)N([P+](CC)(CC)CC)[BH-]1Cl.[Br-],CD2Cl2,[2H]C([2H])(Cl)Cl,31.0;-6.8,2295
CC[P+](CC)(CC)N1BN([P+](CC)(CC)CC)[BH2-]N([P+](CC)(CC)CC)B1.[I-].[I-],CD2Cl2,[2H]C([2H])(Cl)Cl,30.6;-13.0 ,2296
Fc1c(F)c(F)c([B-]([N+]#CI)(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,CDCl3,[2H]C(Cl)(Cl)Cl,-8,2305
N#C[B-](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F.[K+],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-22.5,2306
Fc1c(F)c(F)c([B-](N=C=S)(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F.[K+],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-12.4,2307
NC#[N+][B-](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CD2Cl2,[2H]C([2H])(Cl)Cl,-12,2308
Fc1ccc([B-]23Oc4ccccc4C=[N+]2c2ccccc2O3)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,7.7,2310
Clc1ccc2c(c1)[N@H+]1Cc3ccccc3O[B@@-]1(c1ccccc1)O2,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],9,2311
c1ccc([B@@-]23Oc4ccccc4C[N@@H+]2c2ccccc2O3)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,7.6,2313
C1=NN(c2ccccc2)B(c2ccccc2)N1c1ccccc1,CD2Cl2,[2H]C([2H])(Cl)Cl,26.4,2314
ClC(Cl)[BH-](Br)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-11.5,2315
BrB(c1ccccc1)N(/C=N\Nc1ccccc1)c1ccccc1,CD2Cl2,[2H]C([2H])(Cl)Cl,28.9,2316
Nc1cccc([B@@-]23Oc4ccccc4C[N@@H+]2c2ccccc2O3)c1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],9,2320
c1ccc2c(c1)OB(C1C3CCC(C3)C1B1Oc3ccccc3O1)O2,CDCl3,[2H]C(Cl)(Cl)Cl,35,2321
Cc1ccc(N2[C+](N(C)C)N(c3ccc(C)cc3)[B-]2(C(F)(F)F)C(F)(F)F)cc1,CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-5,2322
Cc1ccc(N2[C+](N(C)C)Nc3ccc(C)cc3[B-]2(C(F)(F)F)C(F)(F)F)cc1,CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-10.8,2323
COc1ccc(N2[C+](N(C)C)N(c3ccc(OC)cc3)[B-]2(C(F)(F)F)C(F)(F)F)cc1,CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-5,2324
COc1ccc(N2[C+](N(C)C)Nc3ccc(OC)cc3[B-]2(C(F)(F)F)C(F)(F)F)cc1,CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-10.9,2325
CCC1C(=O)O[B-]2(c3ccccc3)OC(=O)C[N+]12Cc1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,11.4,2327
CC1(C)OB(c2cc(Nc3ccccc3)cc(C(F)(F)F)c2)OC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],29.9,2330
CC1(C)OB(c2cc(C(F)(F)F)ccc2Nc2ccccc2)OC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],31,2331
Cc1cc(C)c(B(C#Cc2ccccc2)N(C)C)c(C)c1,CDCl3,[2H]C(Cl)(Cl)Cl,34.5,2337
CC(C)CC1C(=O)O[B@-]2(c3ccccc3)Oc3ccccc3C[NH+]12,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],4.94,2338
CC(C)N(C1=[O+][B-]2(Oc3ccccc3O2)c2ccccc21)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,13.5,2339
CC(C)N(B(Cl)C1c2ccccc2-c2ccccc21)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,37.2,2340
c1ccc([B-]2(c3ccccc3)OCC[N+]23CCCCC3)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,6,2346
C[N+]12CCCCC1CO[B-]2(c1ccccc1)c1ccccc1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],10,2347
c1ccc([B-]2(c3ccccc3)OCCC3CCCC[NH+]32)cc1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],5,2348
C[N+]12CCCC(CO[B-]1(c1ccccc1)c1ccccc1)C2,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],2,2349
Cc1cc(Nc2ccccc2)cc(B2OC(C)(C)C(C)(C)O2)c1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],29.1,2350
COc1cc(Nc2ccccc2)cc(B2OC(C)(C)C(C)(C)O2)c1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],31.8,2351
[BH3-][P+](C1=CCCCC1C)(c1ccccc1)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-32.8,2353
[BH3-][P+](C1=C(C)CCCC1)(c1ccccc1)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-30.9,2354
CC(C)[N+](=COB(c1ccccc1)c1ccccc1)C(C)C.[Cl-],CDCl3,[2H]C(Cl)(Cl)Cl,11.6,2358
CC1(C)OB([Si](C)(c2ccccc2)c2ccccc2)OC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],34.2,2359
C1=C(c2ccccc2)C[C@@H]2C[C@H]1C[B@-]1(C2)OC[C@@H]2CCC[NH+]21,CDCl3,[2H]C(Cl)(Cl)Cl,7.36,2361
O[B-](OCC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],12,2362
Cl[B-](Cl)(c1ccccc1)[N+](=C=NC1CCCCC1)C1CCCCC1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],8.17,2363
CCB(/C(CC)=C(/CC)[Sn](C)(C)C)n1cccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],53.3,2368
C[C@@H]1[C@H]2C[C@@H](C[C@H]1[B@H-](C#N)[P+](C)(C)c1ccccc1)C2(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,-23.7,2370
CC1(C)OB(OC(B2OC(C)(C)C(C)(C)O2)c2ccc(Br)cc2)OC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],31.7;22.5,2372
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-](Br)(Br)[N+](C(C)(C)C)=C2,CDCl3,[2H]C(Cl)(Cl)Cl,-1.76,2373
CC(C)N(C(=O)c1ccccc1B1OC(C)(C)C(C)(C)O1)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,29.98,2374
CO[B-]12OCCC[N+]1=Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O2,CDCl3,[2H]C(Cl)(Cl)Cl,2,2375
CCB(CC)/C(CC)=C(/C)[Si](C)(C)n1ccc2ccccc21,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],87.2,2376
O=C1CC(OB2C3CCCC2CCC3)=[O+][B-]2(O1)C1CCCC2CCC1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],8.5,2377
CC1(C)OB(OC(B2OC(C)(C)C(C)(C)O2)c2ccccc2)OC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],31.8;22.6,2378
C=CC/C(=C\B(N(CC)CC)N(CC)CC)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,34.4,2379
CC[B-]1(CC)/C(=C/C(C)(C)C)[Si](C)(C)n2c3ccccc3c[n+]21,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],2.4,2380
CC1(C)OB(c2cc3c(cc2[Si](C)(C)C)CCCC3)OC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30,2382
[BH3-][N+](C)(C)C(B1OC(C)(C)C(C)(C)O1)c1ccc2ccccc2c1,CDCl3,[2H]C(Cl)(Cl)Cl,-9.0;9.1,2383
CC(C)(C)N(B(c1ccccc1)N1C(C)(C)CCCC1(C)C)[As](Cl)Cl,d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],41.3,2385
CC(C)(C)N([Sn]Cl)B(c1ccccc1)N1C(C)(C)CCCC1(C)C,d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],38,2386
C[C@@H](C1CCCCC1)N1C=CN([C@@H](C)C2CCCCC2)B1C#N,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],16.4,2389
Cc1ncn(B(N2C(C)(C)CCCC2(C)C)n2cnc(C)c2C)c1C,CD2Cl2,[2H]C([2H])(Cl)Cl,28.5,2390
CC(C)(C)N(B(F)F)B(c1ccccc1)N1C(C)(C)CCCC1(C)C,d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],35.7;4.8,2391
CC1=C2CC3C[C@H]4CB2C(=C(C)[Si](C)(C)[Si]1(C)C)C[C@@H](C3)C4,CDCl3,[2H]C(Cl)(Cl)Cl,82.8,2395
CN(C)B(c1ccc(B(N(C)C)N(C)C)n1Cc1ccccc1)N(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,30.8,2396
C[Sn](C)(C)C(=C1B(n2cccc2)C2CCCC1CCC2)[Sn](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],53,2399
BN(B(c1ccccc1)N1C(C)(C)CCCC1(C)C)C(C)(C)C,d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],32.7;-4.3,2400
CC(C)(C)B1N(Cc2ccccc2)B(C(C)(C)C)N1C(C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,43.5,2401
CCC/C(C#C[Si](C)(C)C)=C/B1OC(C)(C)C(C)(C)O1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.3,2402
CCCCCC#CB1C2CCCC(CCC2)C1[Si](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],73,2403
CC(C)(C)C#C[Si](C)(C)CCCB1C2CCCC1CCC2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],80.6,2404
CC(C)[Si](C(C)C)(C(C)C)n1ccc(B2OC(C)(C)C(C)(C)O2)c1,CDCl3,[2H]C(Cl)(Cl)Cl,30.5,2406
CC1(C)OB(OC(B2OC(C)(C)C(C)(C)O2)C2CCCCC2)OC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],32.5;22.4,2408
CC[B-](CC)(CC)[n+]1ccn(Cn2cc[n+]([B-](CC)(CC)CC)c2)c1,CD2Cl2,[2H]C([2H])(Cl)Cl,-16.6,2415
Cc1cc(C)c(PB(Cl)C([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)c(C)c1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],77.3,2416
Cc1cc(C)c(PB(F)C([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)c(C)c1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],62.8,2417
CCB(N([Al](CC)CC)C(C)(C)C)N1C(C)(C)CCCC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],37.9,2425
CCB(N([Ga](CC)CC)C(C)(C)C)N1C(C)(C)CCCC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],36.9,2426
CC(C)(C)N(BN(C(C)(C)C)[Si](C)(C)C)B1C2CCCC1CCC2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],51.0;39.0,2428
CCCCCCCB(N(C(C)C)C(C)C)N(C(C)C)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,34.7,2429
CC(C)N(B(OC=[N+](C(C)C)C(C)C)N(C(C)C)C(C)C)C(C)C.O=S(=O)([O-])C(F)(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,27.7,2430
CCB(CC)/C(CC)=C(/CN(C)C)[Sn](C)(C)N([Si](C)(C)C)[Si](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],85.3,2433
c1ccc2cc3c(cc2c1)OB(B1Oc2cc4ccccc4cc2O1)O3,CD3OD,[2H]OC([2H])([2H])[2H],31.6,2443
c1ccc2cc3c(cc2c1)OB(OB1Oc2cc4ccccc4cc2O1)O3,CDCl3,[2H]C(Cl)(Cl)Cl,16.4,2444
OB(O)c1ccc2ccccc2c1-c1c(Br)ccc2ccccc12,CDCl3,[2H]C(Cl)(Cl)Cl,29.5,2445
CC(B1Oc2ccccc2O1)(B1Oc2ccccc2O1)B1Oc2ccccc2O1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],35.4,2448
OB(O)c1ccc2ccccc2c1-c1c(B(O)O)ccc2ccccc12,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],24.2,2450
N#C[BH-](CCl)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-22.7,2451
O=C1Nc2[nH]c3ccccc3[n+]2[B-](c2ccccc2)(c2ccccc2)N1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-2,2453
NC1=Nc2[nH]c3ccccc3[n+]2[B-](c2ccccc2)(c2ccccc2)O1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],4,2454
ClC[BH-](CCl)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-11.4,2456
NC1=Nc2[nH]c3ccccc3[n+]2[B-](c2ccccc2)(c2ccccc2)N1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-2.5,2457
CC(C)(C)B1N(c2c(F)c(F)c(F)c(F)c2F)B(C(C)(C)C)N1c1c(F)c(F)c(F)c(F)c1F,CDCl3,[2H]C(Cl)(Cl)Cl,47,2458
COc1ccccc1[P+]([BH2-]C#N)(c1ccccc1)c1ccccc1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-36.2,2460
Cc1ccc([P+]([BH2-]C#N)(c2ccccc2)c2ccccc2)cc1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-38,2461
[Li+].c1ccc([N-]B2N(c3ccccc3)CCN2c2ccccc2)cc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.8,2462
NC1=[NH+]c2[nH]c3ccccc3[n+]2[B-](c2ccccc2)(c2ccccc2)N1.[Cl-],d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.5,2463
C[Si@@]1(c2ccccc2)OB(c2ccc(Br)cc2)O[Si@@](C)(c2ccccc2)O1,CDCl3,[2H]C(Cl)(Cl)Cl,27.8,2464
c1ccc(NB2N(c3ccccc3)CCN2c2ccccc2)cc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23,2465
