compound_id,Smiles,source_doi,nmr_11b_frequency_mhz,nmr_11b_solvent,nmr_11b_shifts_ppm
3f,COc1ccc(C2=Cc3ccccc3N(Cc3ccccc3)B2c2c(OC)ccc3ccccc23)cc1F,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,40
3g,COc1ccc(C2=Cc3ccccc3N(Cc3ccccc3)B2c2c(OC)ccc3ccccc23)cc1C,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,41
3h,COc1ccc2ccccc2c1B1C(c2ccc3c(c2)OCCO3)=Cc2ccccc2N1Cc1ccccc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,41.2
3i,COc1ccc2ccccc2c1B1C(c2ccc3c(c2)OCO3)=Cc2ccccc2N1Cc1ccccc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,40.53
3j,COc1ccc2ccccc2c1B1C(c2ccc3c(c2)CCO3)=Cc2ccccc2N1Cc1ccccc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,40.8
3k,COC(=O)c1cccc(C2=Cc3ccccc3N(Cc3ccccc3)B2c2c(OC)ccc3ccccc23)c1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,40.5
3l,COc1ccc2ccccc2c1B1C(c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)=Cc2ccccc2N1Cc1ccccc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,42.5
3p,COc1ccc2ccccc2c1B1C(c2ccc(-n3c4ccccc4c4ccccc43)cc2)=Cc2ccccc2N1Cc1ccccc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,41.7
3q,COc1ccc2ccccc2c1B1C(c2ccccc2)=Cc2ccccc2N1Cc1ccccc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,40.5
3r,COc1ccc2ccccc2c1B1C(c2ccoc2)=Cc2ccccc2N1Cc1ccccc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,40.7
3s,COc1ccc2ccccc2c1B1C(c2ccsc2)=Cc2ccccc2N1Cc1ccccc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,40.3
3ai,CCOc1ccc2ccccc2c1B1C(c2cccc(OC)c2)=Cc2ccccc2N1Cc1ccccc1,s41467-023-40164-6,160,[2H]C(Cl)(Cl)Cl,36.7
3t,COc1ccc2ccccc2c1B1C(c2coc3ccccc23)=Cc2ccccc2N1Cc1ccccc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,40.8
3ae,CCCCN1B(c2c(OC)ccc3ccccc23)C(c2cccc(OC)c2)=Cc2ccccc21,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,38.6
3aj,CCSc1ccc2ccccc2c1B1C(c2cccc(OC)c2)=Cc2ccccc2N1Cc1ccccc1,s41467-023-40164-6,160,[2H]C(Cl)(Cl)Cl,36.8
4a,CCOC(=O)C(C)(C)Oc1ccc(C2=Cc3ccccc3N(Cc3ccccc3)B2c2c(OC)ccc3ccccc23)cc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,41.2
4b,COc1ccc2ccccc2c1B1C(c2ccc3c(c2)CC[C@@H]2[C@@H]3CC[C@]3(C)C(=O)CC[C@@H]23)=Cc2ccccc2N1Cc1ccccc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,42
4c,COC(=O)[C@H](Cc1ccc(C2=Cc3ccccc3N(Cc3ccccc3)B2c2c(OC)ccc3ccccc23)cc1)NC(=O)OC(C)(C)C,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,41.8
3al,COc1ccc2ccccc2c1B1C(c2c(OC)ccc3ccccc23)=Cc2cc(C)ccc2N1Cc1ccccc1,s41467-023-40164-6,128,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],38.8
3am,COc1ccc2ccccc2c1B1C(c2c(OC)ccc3ccccc23)=Cc2ccccc2N1Cc1ccc(Cl)cc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,41.2
3an,COc1ccc2cc(C)ccc2c1B1C(c2c(OC)ccc3ccccc23)=Cc2ccccc2N1Cc1ccccc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,41.8
3ak,COc1ccc2ccccc2c1B1C(c2c(OC)ccc3ccccc23)=Cc2ccccc2N1Cc1ccccc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,40.8
1a-s,COc1ccc2ccccc2c1B1C=Cc2ccccc2N1Cc1ccccc1,s41467-023-40164-6,160,[2H]C(Cl)(Cl)Cl,37.08
1a,COc1ccc2ccccc2c1B1C(Br)=Cc2ccccc2N1Cc1ccccc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,38.5
1b-s,COc1ccc2c(c1)C=CB(c1c(OC)ccc3ccccc13)N2Cc1ccccc1,s41467-023-40164-6,160,[2H]C(Cl)(Cl)Cl,36.92
1b,COc1ccc2ccccc2c1B1C(Br)=Cc2cc(C)ccc2N1Cc1ccccc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,38.5
1c-s,COc1ccc2ccccc2c1B1C=Cc2cc(C)ccc2N1Cc1ccccc1,s41467-023-40164-6,160,[2H]C(Cl)(Cl)Cl,37.26
1c,COc1ccc2c(c1)C=C(Br)B(c1c(OC)ccc3ccccc13)N2Cc1ccccc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,39.2
1d-s,COc1ccc2ccccc2c1B1C=Cc2ccc(F)cc2N1Cc1ccccc1,s41467-023-40164-6,160,[2H]C(Cl)(Cl)Cl,37.77
1d,COc1ccc2ccccc2c1B1C(Br)=Cc2ccc(F)cc2N1Cc1ccccc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,40.2
1e-s,COc1ccc2ccccc2c1B1C=Cc2c(ccc3ccccc23)N1Cc1ccccc1,s41467-023-40164-6,160,[2H]C(Cl)(Cl)Cl,37.05
1e,COc1ccc2ccccc2c1B1C(Br)=Cc2c(ccc3ccccc23)N1Cc1ccccc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,38.5
1f,COc1ccc2ccccc2c1B1C(Br)=Cc2ccccc2N1Cc1ccc(C)cc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,39.8
1g,COc1ccc2ccccc2c1B1C(Br)=Cc2ccccc2N1Cc1ccc(F)cc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,40.8
1h,COc1ccc2ccccc2c1B1C(Br)=Cc2ccccc2N1Cc1ccc(Cl)cc1,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,39.9
1i,CCCCN1B(c2c(OC)ccc3ccccc23)C(Br)=Cc2ccccc21,s41467-023-40164-6,128,[2H]C(Cl)(Cl)Cl,37.8
1f-s,COc1ccc2ccccc2c1B1C=Cc2ccccc2N1Cc1ccc(C)cc1,s41467-023-40164-6,160,[2H]C(Cl)(Cl)Cl,37.66
1g-s,COc1ccc2ccccc2c1B1C=Cc2ccccc2N1Cc1ccc(F)cc1,s41467-023-40164-6,160,[2H]C(Cl)(Cl)Cl,37.49
1h-s,COc1ccc2ccccc2c1B1C=Cc2ccccc2N1Cc1ccc(Cl)cc1,s41467-023-40164-6,160,[2H]C(Cl)(Cl)Cl,37.75
1i-s,CCCCN1B(c2c(OC)ccc3ccccc23)C=Cc2ccccc21,s41467-023-40164-6,160,[2H]C(Cl)(Cl)Cl,36.85
2b,CC1(C)OB([Si@](C)(c2ccc(-c3ccccc3)cc2)C2CCCCC2)OC1(C)C,s41467-023-41113-z,125.7,[2H]C(Cl)(Cl)Cl,34.9
2c,CC1(C)OB([Si@@](C)(c2ccccc2)c2cccc3ccccc23)OC1(C)C,s41467-023-41113-z,125.7,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],35.1
,CC1(C)OB([Si](C)(CCCOCc2ccccc2)C2CCCCC2)OC1(C)C,s41467-023-41113-z,125.7,[2H]C(Cl)(Cl)Cl,34.9
,CC1(C)OB([Si](C)(Cc2ccccc2)C2CCCCC2)OC1(C)C,s41467-023-41113-z,125.7,[2H]C(Cl)(Cl)Cl,34.5
,CC1(C)OB([Si@](C)(c2ccc(-c3ccc(Br)cc3)cc2)C2CCCCC2)OC1(C)C,s41467-023-41113-z,125.7,[2H]C(Cl)(Cl)Cl,34.3
,CC1(C)OB([Si@](OCc2ccccc2)(c2ccccc2)C(C)(C)C)OC1(C)C,s41467-023-41113-z,125.7,[2H]C(Cl)(Cl)Cl,33.2
,C[C@@H]1C[Si@@](B2OC(C)(C)C(C)(C)O2)(C2CCCC2)c2ccccc21,s41467-023-41113-z,125.7,[2H]C(Cl)(Cl)Cl,34.1
2g',CC1(C)OB(CC[C@@H](CB2OC(C)(C)C(C)(C)O2)c2ccc(OC(=O)c3ccccc3)cc2)OC1(C)C,s41467-024-51774-z,128,[2H]C(Cl)(Cl)Cl,34.7
2ae',COc1ccc([C@@H](CCB2OC(C)(C)C(C)(C)O2)CB2OC(C)(C)C(C)(C)O2)cn1,s41467-024-51774-z,128,[2H]C(Cl)(Cl)Cl,33.5
3a,CC1(C)OB(C(C=C=Cc2ccccc2)B2OC(C)(C)C(C)(C)O2)OC1(C)C,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,33
3n,CC1(C)OB(C(C=C=Cc2ccsc2)B2OC(C)(C)C(C)(C)O2)OC1(C)C,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,33
8,CC1(C)OB(CCC=C=Cc2ccccc2)OC1(C)C,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,33.9
3d,CC1(C)OB(C(C=C=Cc2ccc(Cl)cc2)B2OC(C)(C)C(C)(C)O2)OC1(C)C,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,33
3j,COc1cccc(C=C=CC(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)c1,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,33.1
3b,Cc1ccc(C=C=CC(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)cc1,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,33
3c,CC(C)(C)c1ccc(C=C=CC(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)cc1,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,33.1
3e,CC1(C)OB(C(C=C=Cc2ccc(F)cc2)B2OC(C)(C)C(C)(C)O2)OC1(C)C,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,33
3f,CC1(C)OB(C(C=C=Cc2ccc(C(F)(F)F)cc2)B2OC(C)(C)C(C)(C)O2)OC1(C)C,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,33
3g,CC1(C)OB(C(C=C=Cc2ccc(OC(F)(F)F)cc2)B2OC(C)(C)C(C)(C)O2)OC1(C)C,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,33.1
3i,Cc1cccc(C=C=CC(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)c1,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,33.1
3k,Cc1ccccc1C=C=CC(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,33
(S)-3l,CC1(C)OB(C(C=C=Cc2ccccc2Cl)B2OC(C)(C)C(C)(C)O2)OC1(C)C,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,33
(S)-3m,CC1(C)OB(C(C=C=Cc2ccc3ccccc3c2)B2OC(C)(C)C(C)(C)O2)OC1(C)C,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,32.9
3o,CC1(C)OB(C(C=C=CCCc2ccccc2)B2OC(C)(C)C(C)(C)O2)OC1(C)C,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,33.1
3p,CCCCC=C=CC(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,33.1
3q,CC1(C)OB(C(C=C=CC2CCCCC2)B2OC(C)(C)C(C)(C)O2)OC1(C)C,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,33.3
3s,CC1(C)OB(C(C=C=Cc2ccccc2)(Cc2ccccc2)B2OC(C)(C)C(C)(C)O2)OC1(C)C,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,33.5
4a,OB1C=C/C(=C\c2ccccc2)[C@H](c2ccccc2)O1,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,27.4
5a,Cc1ccc([C@H](NC(=O)c2ccccc2)C(/C=C\B2OC(C)(C)C(C)(C)O2)=C/c2ccccc2)cc1,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,29.7
4b,Cc1ccc([C@@H]2OB(O)C=C/C2=C\c2ccccc2)cc1,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,27.5
4c,COc1ccc([C@@H]2OB(O)C=C/C2=C\c2ccccc2)cc1,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,27.3
4d,OB1C=C/C(=C\c2ccccc2)[C@H](c2ccc(F)cc2)O1,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,27.3
4e,OB1C=C/C(=C\c2ccccc2)[C@H](c2ccc(Br)cc2)O1,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,27.4
4f,Cc1cccc([C@@H]2OB(O)C=C/C2=C\c2ccccc2)c1,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,27.3
4g,Cc1ccccc1[C@@H]1OB(O)C=C/C1=C\c1ccccc1,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,27.5
4h,OB1C=C/C(=C\c2ccccc2)[C@H](c2ccc3ccccc3c2)O1,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,27.7
4i,OB1C=C/C(=C\c2ccccc2)[C@H](CCc2ccccc2)O1,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,27.1
4j,OB1C=C/C(=C\c2ccc(F)cc2)[C@H](c2ccccc2)O1,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,27.3
4k,COc1cccc(/C=C2\C=CB(O)O[C@H]2c2ccccc2)c1,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,27.3
4l,OB1C=C/C(=C\c2ccc3ccccc3c2)[C@H](c2ccccc2)O1,s41467-024-53606-6,161,[2H]C(Cl)(Cl)Cl,27.4
5c,COc1ccc([C@H](NC(=O)c2ccccc2)C(/C=C\B2OC(C)(C)C(C)(C)O2)=C/c2ccccc2)cc1,s41467-024-53606-6,193,[2H]C(Cl)(Cl)Cl,30.2
5d,CC1(C)OB(/C=C\C(=C/c2ccccc2)[C@@H](NC(=O)c2ccccc2)c2ccc(Cl)cc2)OC1(C)C,s41467-024-53606-6,193,[2H]C(Cl)(Cl)Cl,30.1
5e,CC1(C)OB(/C=C\C(=C/c2ccccc2)[C@@H](NC(=O)c2ccccc2)c2cccc(F)c2)OC1(C)C,s41467-024-53606-6,193,[2H]C(Cl)(Cl)Cl,30.2
5f,CC1(C)OB(/C=C\C(=C/c2ccccc2)[C@@H](NC(=O)c2ccccc2)c2ccccc2Br)OC1(C)C,s41467-024-53606-6,193,[2H]C(Cl)(Cl)Cl,29.8
5g,CC1(C)OB(/C=C\C(=C/c2ccccc2)[C@@H](NC(=O)c2ccccc2)c2ccc3ccccc3c2)OC1(C)C,s41467-024-53606-6,193,[2H]C(Cl)(Cl)Cl,30.2
4a,COc1cccc(/C(=C/C(C)(C)C)B2C(Br)=Cc3ccccc3N2C2CCCC2)c1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,35.4
4a g,COc1ccc(/C(=C/C(C)(C)C)B2C(Br)=Cc3ccccc3N2C2CCCC2)cc1,s41467-024-54597-0,128,[2H]C(Cl)(Cl)Cl,38.69
6,COc1cccc(C2=Cc3ccccc3N(C3CCCC3)B2/C(=C\C(C)(C)C)c2cccc(OC)c2)c1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,38.2
7,COc1cccc(C#CC2=Cc3ccccc3N(C3CCCC3)B2/C(=C\C(C)(C)C)c2cccc(OC)c2)c1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,38.68
8,COc1cccc(/C(=C/C(C)(C)C)B2C(P(c3ccccc3)c3ccccc3)=Cc3ccccc3N2C2CCCC2)c1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,39.93
4b,COc1cc(/C(=C/C(C)(C)C)B2C(Br)=Cc3ccccc3N2C2CCCC2)ccc1Br,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,36.6
4d,CC(C)(C)/C=C(\B1C(Br)=Cc2ccccc2N1C1CCCC1)c1ccc(Oc2ccccc2)cc1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,37
4l,CC(C)(C)/C=C(\B1C(Br)=Cc2ccccc2N1C1CCCC1)c1ccc(F)c(C#N)c1,s41467-024-54597-0,128,[2H]C(Cl)(Cl)Cl,39
4m,CC(C)(C)/C=C(\B1C(Br)=Cc2ccccc2N1C1CCCC1)c1cccc(C#N)c1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,35.74
4n,Cc1c(C=O)cccc1/C(=C/C(C)(C)C)B1C(Br)=Cc2ccccc2N1C1CCCC1,s41467-024-54597-0,128,[2H]C(Cl)(Cl)Cl,37.9
4o,COC(=O)c1cc(Cl)cc(/C(=C/C(C)(C)C)B2C(Br)=Cc3ccccc3N2C2CCCC2)c1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,36.47
4q,CC(C)=CCC/C(C)=C/COC(=O)c1cccc(/C(=C/C(C)(C)C)B2C(Br)=Cc3ccccc3N2C2CCCC2)c1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,37.2
4s,CC(C)(C)/C=C(\B1C(Br)=Cc2ccccc2N1C1CCCC1)c1cccc(C(=O)[O-])c1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,37.57
4x,CC(C)(C)/C=C(\B1C(Br)=Cc2ccccc2N1C1CCCC1)c1ccsc1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,36.08
4x,CC(C)(C)/C=C(\B1C(Br)=Cc2ccccc2N1C1CCCC1)c1ccc2ccccc2c1,s41467-024-54597-0,128,[2H]C(Cl)(Cl)Cl,39.75
4z,COc1cccc(/C(=C/C(C)(C)C)B2C(Br)=Cc3cc(C(C)(C)C)ccc3N2C2CCCC2)c1,s41467-024-54597-0,128,[2H]C(Cl)(Cl)Cl,39.42
4aa,COc1cccc(/C(=C/C(C)(C)C)B2C(Br)=Cc3cc(F)ccc3N2C2CCCC2)c1,s41467-024-54597-0,128,[2H]C(Cl)(Cl)Cl,38.35
4ab,COc1cccc(/C(=C/C(C)(C)C)B2C(Br)=Cc3cc(Cl)ccc3N2C2CCCC2)c1,s41467-024-54597-0,128,[2H]C(Cl)(Cl)Cl,39.56
4ac,COc1cccc(/C(=C/C(C)(C)C)B2C(Br)=Cc3ccc(C)cc3N2C2CCCC2)c1,s41467-024-54597-0,128,[2H]C(Cl)(Cl)Cl,39.75
4ad,COc1cccc(/C(=C/C(C)(C)C)B2C(Br)=C(c3ccccc3)c3ccccc3N2C2CCCC2)c1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,37.88
4ae,COc1cccc(/C(=C/C(C)(C)C)B2C(Br)=C(C)c3ccccc3N2C2CCCC2)c1,s41467-024-54597-0,128,[2H]C(Cl)(Cl)Cl,39.57
4af,COc1cccc(/C(=C/C(C)(C)C)B2C(c3ccccc3)=Cc3ccccc3N2C2CCCC2)c1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,38.38
4ah,CCCN1B(/C(=C\C(C)(C)C)c2cccc(OC)c2)C(Br)=Cc2ccccc21,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,37.07
4ai,COc1cccc(/C(=C/C(C)(C)C)B2C(Br)=Cc3ccccc3N2c2ccccc2)c1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,34.57
4aj,COc1cccc(/C(=C/C(C)(C)CCc2ccccc2)B2C(Br)=Cc3ccccc3N2C2CCCC2)c1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,36.98
4ak,COc1cccc(/C(=C/C(C)(C)Cc2ccccc2)B2C(Br)=Cc3ccccc3N2C2CCCC2)c1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,37.27
4al,COc1cccc(/C(=C/C2(C)CCCCC2)B2C(Br)=Cc3ccccc3N2C2CCCC2)c1,s41467-024-54597-0,128,[2H]C(Cl)(Cl)Cl,39.06
17,COC(=O)c1cccc(/C(=C/C(C)(C)C)B2C=Cc3ccccc3N2C2CCCC2)c1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,37.34
15c,CCN1B(C(=CC(C)(C)C)/C(=C/C(C)(C)C)B2C=Cc3ccccc3N2CC)C=Cc2ccccc21,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,38.53
1a,C#CB1C(Br)=Cc2ccccc2N1C1CCCC1,s41467-024-54597-0,128,[2H]C(Cl)(Cl)Cl,27.49
1b,C#CB1C(Br)=Cc2cc(C(C)(C)C)ccc2N1C1CCCC1,s41467-024-54597-0,128,[2H]C(Cl)(Cl)Cl,27.37
1c,C#CB1C(Br)=Cc2cc(F)ccc2N1C1CCCC1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,26.91
1d,C#CB1C(Br)=Cc2cc(Cl)ccc2N1C1CCCC1,s41467-024-54597-0,128,[2H]C(Cl)(Cl)Cl,27.72
1e,C#CB1C(Br)=Cc2ccc(C)cc2N1C1CCCC1,s41467-024-54597-0,128,[2H]C(Cl)(Cl)Cl,27.54
1f,C#CB1C(Br)=C(c2ccccc2)c2ccccc2N1C1CCCC1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,26.67
1g,C#CB1C=C(C)c2ccccc2N1C1CCCC1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,27.56
10,COc1cccc(/C(=C/C(C)(C)C)B2C=Cc3ccccc3N2C2CCCC2)c1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,36.58
1j,C#CB1C(Br)=Cc2ccccc2N1CCC,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,25.32
1k,C#CB1C(Br)=Cc2ccccc2N1c1ccccc1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,26.06
1h,C#CB1C(c2ccccc2)=Cc2ccccc2N1C1CCCC1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,25.81
9,C#CB1C=Cc2ccccc2N1C1CCCC1,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,26.92
12,C#CB1C=Cc2ccccc2N1CC,s41467-024-54597-0,160,[2H]C(Cl)(Cl)Cl,26.46
2zzb,CN(C(=O)CCCCB1OC(C)(C)C(C)(C)O1)c1ccccc1,s41467-024-55161-6,128,[2H]C(Cl)(Cl)Cl,34.6
(2zq),C[C@H](CCB1OC(C)(C)C(C)(C)O1)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O[Si](C)(C)C(C)(C)C)CC[C@]4(C)[C@H]3CC[C@]12C,s41467-024-55161-6,128,[2H]C(Cl)(Cl)Cl,35.4
(2zx),CC1(C)OB(CCCCCBr)OC1(C)C,s41467-024-55161-6,128,[2H]C(Cl)(Cl)Cl,33.8
(2zy),COCCCCB1OC(C)(C)C(C)(C)O1,s41467-024-55161-6,128,[2H]C(Cl)(Cl)Cl,33.8
(4a),CC1(C)OB([C@]2(c3ccccc3)C[C@H](c3ccc4ccccc4c3-c3nccc4ccccc34)C2)OC1(C)C,s41467-024-55161-6,160,[2H]C(Cl)(Cl)Cl,33.9
(4b),Cc1cccnc1-c1c2ccccc2ccc1[C@H]1C[C@](B2OC(C)(C)C(C)(C)O2)(c2ccccc2)C1,s41467-024-55161-6,160,[2H]C(Cl)(Cl)Cl,33.6
(4c),Cc1cnc(-c2c3ccccc3ccc2[C@H]2C[C@](B3OC(C)(C)C(C)(C)O3)(c3ccccc3)C2)c(C)c1,s41467-024-55161-6,160,[2H]C(Cl)(Cl)Cl,34.1
(4d),Cc1cc(F)cnc1-c1c2ccccc2ccc1[C@H]1C[C@](B2OC(C)(C)C(C)(C)O2)(c2ccccc2)C1,s41467-024-55161-6,128,[2H]C(Cl)(Cl)Cl,35.3
4e,CC1(C)OB([C@]2(c3ccccc3)C[C@H](c3ccc4ccccc4c3-c3ncccc3C(F)(F)F)C2)OC1(C)C,s41467-024-55161-6,128,[2H]C(Cl)(Cl)Cl,33.6
4f,COc1ccc2ccc([C@H]3C[C@](B4OC(C)(C)C(C)(C)O4)(c4ccccc4)C3)c(-c3nccc4ccccc34)c2c1,s41467-024-55161-6,128,[2H]C(Cl)(Cl)Cl,35.3
4g,Cc1cccc([C@H]2C[C@](B3OC(C)(C)C(C)(C)O3)(c3ccccc3)C2)c1-c1nccc2ccccc12,s41467-024-55161-6,128,[2H]C(Cl)(Cl)Cl,35.7
4h,CC1(C)OB([C@]2(c3ccccc3)C[C@H](c3ccc4cc(C#N)ccc4c3-c3nccc4ccccc34)C2)OC1(C)C,s41467-024-55161-6,160,[2H]C(Cl)(Cl)Cl,34.4
4i,COC(=O)c1ccc2c(-c3nccc4ccccc34)c([C@H]3C[C@](B4OC(C)(C)C(C)(C)O4)(c4ccccc4)C3)ccc2c1,s41467-024-55161-6,128,[2H]C(Cl)(Cl)Cl,35.3
4j,CC1(C)OB([C@]2(c3ccccc3)C[C@H](c3ccc4ccccc4c3-c3ncnc4ccccc34)C2)OC1(C)C,s41467-024-55161-6,160,[2H]C(Cl)(Cl)Cl,34.3
4k,Cc1nccnc1-c1c2ccccc2ccc1[C@H]1C[C@](B2OC(C)(C)C(C)(C)O2)(c2ccccc2)C1,s41467-024-55161-6,128,[2H]C(Cl)(Cl)Cl,35.8
4l,CC1(C)OB(C2(c3ccccc3)CC(c3ccc4cc([C@H]5C[C@](B6OC(C)(C)C(C)(C)O6)(c6ccccc6)C5)ccc4c3-c3nccc4ccccc34)C2)OC1(C)C,s41467-024-55161-6,160,[2H]C(Cl)(Cl)Cl,33.4
4m,CC1(C)OB(C2(c3ccccc3)CC(c3ccc4ccc([C@H]5C[C@](B6OC(C)(C)C(C)(C)O6)(c6ccccc6)C5)cc4c3-c3nccc4ccccc34)C2)OC1(C)C,s41467-024-55161-6,128,[2H]C(Cl)(Cl)Cl,36.2
4n,Cc1ccc([C@]2(B3OC(C)(C)C(C)(C)O3)C[C@H](c3ccc4ccccc4c3-c3nccc4ccccc34)C2)cc1,s41467-024-55161-6,128,[2H]C(Cl)(Cl)Cl,33.4
4o,Cc1cccc([C@]2(B3OC(C)(C)C(C)(C)O3)C[C@H](c3ccc4ccccc4c3-c3nccc4ccccc34)C2)c1,s41467-024-55161-6,160,[2H]C(Cl)(Cl)Cl,34.4
4p,Cc1ccccc1[C@]1(B2OC(C)(C)C(C)(C)O2)C[C@H](c2ccc3ccccc3c2-c2nccc3ccccc23)C1,s41467-024-55161-6,128,[2H]C(Cl)(Cl)Cl,35.9
4q,Cc1cc(C)cc([C@]2(B3OC(C)(C)C(C)(C)O3)C[C@@H](c3ccc4ccccc4c3-c3nccc4ccccc34)C2)c1,s41467-024-55161-6,128,[2H]C(Cl)(Cl)Cl,36.2
